ID,Link,Name,Backlog,Committed,Elaboration,Build,QA,Done,Type,Status,Resolution,Blocked Days
FAB-25197,https://immediateco.atlassian.net/browse/FAB-25197,Site verification,2019-12-09,,,,,,Story,Define Task,,0
FAB-25196,https://immediateco.atlassian.net/browse/FAB-25196,Tests,,,2019-12-09,2019-12-09,,,Sub-Task,In Progress,,0
FAB-25195,https://immediateco.atlassian.net/browse/FAB-25195,Truncation,,,2019-12-09,2019-12-09,,,Sub-Task,In Progress,,0
FAB-25194,https://immediateco.atlassian.net/browse/FAB-25194,Vertical card description truncation,2019-12-09,,,,,,Story,Define Task,,0
FAB-25192,https://immediateco.atlassian.net/browse/FAB-25192,Alexa: Filter Search Results,2019-12-09,,,,,,Story,Define Task,,0
FAB-25191,https://immediateco.atlassian.net/browse/FAB-25191,Alexa: View Unfiltered Search Page Results,2019-12-09,,,,,,Story,Define Task,,0
FAB-25190,https://immediateco.atlassian.net/browse/FAB-25190,My hub navigation indicates the page you are on,2019-12-09,,,,,,Story,Define Task,,0
FAB-25189,https://immediateco.atlassian.net/browse/FAB-25189,Alexa translation healthcheck,2019-12-09,,,,,,Story,Define Task,,0
FAB-25188,https://immediateco.atlassian.net/browse/FAB-25188,GF/Mig - Test Migration of Editorial Recipe Collection into PRODUCTION,2019-12-09,2019-12-09,2019-12-09,,,,Story,Ready For Development,,0
FAB-25179,https://immediateco.atlassian.net/browse/FAB-25179,Images that represent my user collections,2019-12-06,,,,,,Story,Define Task,,0
FAB-25170,https://immediateco.atlassian.net/browse/FAB-25170,MyHub dropdown is hard to close in landscape,,,2019-12-06,,,2019-12-09,Bug (subtask),Closed,Done,0
FAB-25169,https://immediateco.atlassian.net/browse/FAB-25169,MyHub dropdown doesn't scroll in landscape,,,2019-12-06,2019-12-06,,,Bug (subtask),In Progress,,0
FAB-25168,https://immediateco.atlassian.net/browse/FAB-25168,Order recipes in collections by most recently added,2019-12-05,,,,,,Story,Define Task,,0
FAB-25165,https://immediateco.atlassian.net/browse/FAB-25165,GF users password decryption,2019-12-05,,,,,,Story,Define Task,,0
FAB-25157,https://immediateco.atlassian.net/browse/FAB-25157,"Create new Clients for Recipe, My Hub and WordPress",2019-12-05,,,,,,Story,Preparation,,0
FAB-25155,https://immediateco.atlassian.net/browse/FAB-25155,Print recipe from step-by-step recipe on Fabric page,2019-12-05,2019-12-05,,,,,Story,Ready For Shaping,,0
FAB-25151,https://immediateco.atlassian.net/browse/FAB-25151,Tests,,,,2019-12-05,,2019-12-06,Sub-Task,Complete,Done,0
FAB-25150,https://immediateco.atlassian.net/browse/FAB-25150,Build pipeline,,,,2019-12-05,,2019-12-05,Sub-Task,Complete,Done,0
FAB-25146,https://immediateco.atlassian.net/browse/FAB-25146,Spec Add to Collection component,2019-12-05,,,,,,Discovery Design Story,Preparation,,0
FAB-25145,https://immediateco.atlassian.net/browse/FAB-25145,Design Add to Collection component,2019-12-05,,,,,,Discovery Design Story,Preparation,,0
FAB-25144,https://immediateco.atlassian.net/browse/FAB-25144,Define UX of Add to Collection component,,,2019-12-05,2019-12-09,,,Discovery Story,In Progress,,0
FAB-25143,https://immediateco.atlassian.net/browse/FAB-25143,Create backend card adapter,2019-12-05,2019-12-05,2019-12-05,,,,Story,Ready For Development,,0
FAB-25142,https://immediateco.atlassian.net/browse/FAB-25142,Create frontend card builder,2019-12-05,2019-12-05,2019-12-05,,,,Story,Ready For Development,,0
FAB-25141,https://immediateco.atlassian.net/browse/FAB-25141,Create base card components,2019-12-05,2019-12-05,2019-12-05,,,,Story,Ready For Development,,0
FAB-25136,https://immediateco.atlassian.net/browse/FAB-25136,Added as part of 24328,,,2019-12-04,,,2019-12-04,Sub-Task,Complete,Done,0
FAB-25133,https://immediateco.atlassian.net/browse/FAB-25133,StepxStep recipes should have Hide from pages option,2019-12-04,2019-12-04,,,,,Story,Ready For Shaping,,0
FAB-25132,https://immediateco.atlassian.net/browse/FAB-25132,"Servings range group for above 8 is displayed as 9-servings instead of ""More than 8""",,,,2019-12-05,2019-12-09,,Bug (subtask),Ready For Packaging,,0
FAB-25126,https://immediateco.atlassian.net/browse/FAB-25126,Terraform - Authorisation Refactor,2019-12-04,2019-12-04,2019-12-04,,,,Story,Ready For Development,,0
FAB-25123,https://immediateco.atlassian.net/browse/FAB-25123,Data-driven tests - UGR Client,2019-12-04,2019-12-04,,,,,Dev Task,Ready For Shaping,,0
FAB-25122,https://immediateco.atlassian.net/browse/FAB-25122,Data-driven tests - Recipes,2019-12-04,2019-12-04,,,,,Dev Task,Ready For Shaping,,0
FAB-25120,https://immediateco.atlassian.net/browse/FAB-25120,Data-driven tests - Social Network Settings,2019-12-04,2019-12-04,,,,,Dev Task,Ready For Shaping,,0
FAB-25119,https://immediateco.atlassian.net/browse/FAB-25119,Data-driven tests - Footer Settings,2019-12-04,2019-12-04,,,,,Dev Task,Ready For Shaping,,0
FAB-25118,https://immediateco.atlassian.net/browse/FAB-25118,Service - Recipes Frontend,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,Story,Complete,Done,0
FAB-25117,https://immediateco.atlassian.net/browse/FAB-25117,Service - My Hub Frontend,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,Story,Complete,Done,0
FAB-25116,https://immediateco.atlassian.net/browse/FAB-25116,Service - Content API ,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,Story,Complete,Done,0
FAB-25115,https://immediateco.atlassian.net/browse/FAB-25115,Service - Collections API,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,Story,Complete,Done,0
FAB-25107,https://immediateco.atlassian.net/browse/FAB-25107,Data-driven tests - Menus,2019-12-04,2019-12-04,,,,,Dev Task,Ready For Shaping,,0
FAB-25106,https://immediateco.atlassian.net/browse/FAB-25106,Data-driven tests - Header Settings,2019-12-04,2019-12-04,2019-12-05,,,,Dev Task,Ready For Development,,0
FAB-25104,https://immediateco.atlassian.net/browse/FAB-25104,Data-driven tests - Site Config,2019-12-04,2019-12-04,,,,,Dev Task,Ready For Shaping,,0
FAB-25091,https://immediateco.atlassian.net/browse/FAB-25091,GF/Mig/Reactions - Investigate Transformation and Reassociation of Reactions to Posts and Users,2019-12-03,2019-12-03,2019-12-03,,,,Spike,Ready For Development,,0
FAB-25088,https://immediateco.atlassian.net/browse/FAB-25088,GF/Mig - Migration of Articles into PRODUCTION,2019-12-03,2019-12-03,2019-12-03,2019-12-03,2019-12-05,2019-12-09,Story,Ready For Release,Done,0
FAB-25084,https://immediateco.atlassian.net/browse/FAB-25084,Create taxonomies from seasonal data ,2019-12-03,2019-12-05,,,,,Story,Ready For Shaping,,0
FAB-25083,https://immediateco.atlassian.net/browse/FAB-25083,Reactions/ReadArticle - Add Reactions to Fabric Article,2019-12-03,2019-12-04,,,,,Story,Ready For Shaping,,0
FAB-25082,https://immediateco.atlassian.net/browse/FAB-25082,Reactions/ReadArticle - Add Twig Hooks for Reactions,2019-12-03,2019-12-04,,,,,Story,Ready For Shaping,,0
FAB-25081,https://immediateco.atlassian.net/browse/FAB-25081,Reactions/ReadArticle - Display Reactions on Articles,2019-12-03,2019-12-04,,,,,Epic,Ready For Shaping,,0
FAB-25080,https://immediateco.atlassian.net/browse/FAB-25080,Reactions/Read - Provide recipe data to secondary components,2019-12-04,2019-12-04,2019-12-06,,,,Story,Ready For Development,,0
FAB-25079,https://immediateco.atlassian.net/browse/FAB-25079,Reactions/Read - Create library of secondary features,2019-12-03,2019-12-04,,,,,Story,Ready For Shaping,,0
FAB-25078,https://immediateco.atlassian.net/browse/FAB-25078,Reactions/Read - Implement standard pattern for dynamically loaded components,2019-12-03,2019-12-04,,,,,Story,Ready For Shaping,,0
FAB-25077,https://immediateco.atlassian.net/browse/FAB-25077,Reactions/Read - Design Reactions pre-load state,2019-12-03,2019-12-04,,,,,Design Story,Ready For Shaping,,0
FAB-25076,https://immediateco.atlassian.net/browse/FAB-25076,Reactions/Read - Dynamically load pocket components,2019-12-03,2019-12-04,,,,,Epic,Ready For Shaping,,0
FAB-25075,https://immediateco.atlassian.net/browse/FAB-25075,Reactions/ReadEdRec - Add Reactions to Recipe pocket (fixed config),2019-12-04,2019-12-04,2019-12-06,,,,Story,Ready For Development,,0
FAB-25074,https://immediateco.atlassian.net/browse/FAB-25074,Reactions/ReadEdRec - Add Pockets to Recipe Template,2019-12-04,2019-12-04,2019-12-06,,,,Story,Ready For Development,,0
FAB-25073,https://immediateco.atlassian.net/browse/FAB-25073,Reactions/ReadEdRec - Recipe pockets design specifications,2019-12-03,2019-12-04,,,,,Design Story,Ready For Shaping,,0
FAB-25072,https://immediateco.atlassian.net/browse/FAB-25072,Reactions/Read - Display on Recipe Template,2019-12-03,2019-12-04,,,,,Epic,Ready For Shaping,,0
FAB-25068,https://immediateco.atlassian.net/browse/FAB-25068,Stop it adding duplicate events,2019-12-03,,,,,,Story,Define Task,,0
FAB-25067,https://immediateco.atlassian.net/browse/FAB-25067,Limit number of events,2019-12-03,,,,,,Story,Define Task,,0
FAB-25051,https://immediateco.atlassian.net/browse/FAB-25051,Pull Replies data from the API,,,,2019-12-03,,2019-12-03,Sub-Task,Complete,Done,0
FAB-25050,https://immediateco.atlassian.net/browse/FAB-25050,Pull Reactions data from the API,,,,2019-12-03,,2019-12-03,Sub-Task,Complete,Done,0
FAB-25049,https://immediateco.atlassian.net/browse/FAB-25049,Write docs for setting up Reactions with Bucketchucker,,,,2019-12-03,,2019-12-04,Sub-Task,Complete,Done,0
FAB-25048,https://immediateco.atlassian.net/browse/FAB-25048,Tidy up package and simplify settings,,,,2019-12-03,,2019-12-03,Sub-Task,Complete,Done,0
FAB-25037,https://immediateco.atlassian.net/browse/FAB-25037,Production Runbooks for Disaster Scenarios,2019-12-04,2019-12-04,2019-12-04,,,,Story,Ready For Development,,0
FAB-25036,https://immediateco.atlassian.net/browse/FAB-25036,Production Readiness Checklist,2019-12-04,2019-12-04,2019-12-04,,,,Story,Ready For Development,,0
FAB-25031,https://immediateco.atlassian.net/browse/FAB-25031,Reactions/ReadFeed - Refactor patchwork components to adhere to new requirements,2019-12-02,2019-12-02,2019-12-02,2019-12-04,2019-12-09,,Story,Ready for Testing,,0
FAB-25029,https://immediateco.atlassian.net/browse/FAB-25029,"Tasks to lead to a Production ""Ready"" cluster, including monitoring, logging and runbooks.",,2019-12-02,2019-12-04,,,,Epic,Ready For Development,,0
FAB-25027,https://immediateco.atlassian.net/browse/FAB-25027,1/2 day - Investigation into possible migration of wcp-platform-packages-config,2019-12-04,2019-12-04,2019-12-04,,,,Spike,Ready For Development,,0
FAB-25026,https://immediateco.atlassian.net/browse/FAB-25026,Service - User Recipes API,2019-12-04,2019-12-04,2019-12-04,2019-12-05,,,Story,In Progress,,0
FAB-25025,https://immediateco.atlassian.net/browse/FAB-25025,Service - Settings API,2019-12-04,2019-12-04,2019-12-04,,,,Story,Ready For Development,,0
FAB-25024,https://immediateco.atlassian.net/browse/FAB-25024,Service - Search API,2019-12-04,2019-12-04,2019-12-04,2019-12-04,,,Story,In Progress,,0
FAB-25022,https://immediateco.atlassian.net/browse/FAB-25022,1 day - Observability - Alerting (PagerDuty?),2019-12-04,2019-12-04,2019-12-04,,,,Spike,Ready For Development,,0
FAB-25021,https://immediateco.atlassian.net/browse/FAB-25021,1 day - Observability - Logging,2019-12-04,2019-12-04,2019-12-04,,,,Spike,Ready For Development,,0
FAB-25020,https://immediateco.atlassian.net/browse/FAB-25020,1 day - Observability - Monitoring (Metrics),2019-12-04,2019-12-04,2019-12-04,,,,Spike,Ready For Development,,0
FAB-25018,https://immediateco.atlassian.net/browse/FAB-25018,Documentation for Good Foods Infrastructure (Self Service Potential),2019-12-04,2019-12-04,2019-12-04,2019-12-04,2019-12-04,,Story,Ready For Review,,0
FAB-25009,https://immediateco.atlassian.net/browse/FAB-25009,404s should route to editorial curated 404 page,2019-12-02,,,,,,Story,Define Task,,0
FAB-25003,https://immediateco.atlassian.net/browse/FAB-25003,GF/Mig - Fix possible failures from Recipe Test run result,2019-11-29,2019-11-29,2019-11-29,2019-12-03,2019-12-03,2019-12-03,Bug,Ready For Release,Done,0
FAB-25002,https://immediateco.atlassian.net/browse/FAB-25002,GF/Mig - Test Migration of Editorial Recipe into PRODUCTION,2019-11-29,2019-11-29,2019-12-05,2019-12-05,2019-12-09,,Story,Ready for Testing,,0
FAB-25001,https://immediateco.atlassian.net/browse/FAB-25001,Restrict Glossary link search,2019-11-29,2019-11-29,2019-12-02,2019-12-04,,,Story,In Progress,,0
FAB-24998,https://immediateco.atlassian.net/browse/FAB-24998,GF/Mig/Reactions - Transform and Import,2019-11-29,2019-11-29,,,,,Story,Ready For Shaping,,0
FAB-24995,https://immediateco.atlassian.net/browse/FAB-24995,Author and date on List posts,2019-11-29,,,,,,Epic,Define Task,,0
FAB-24994,https://immediateco.atlassian.net/browse/FAB-24994,Lists of lists,,2019-11-29,2019-12-02,2019-12-02,,,Epic,In Progress,,0
FAB-24983,https://immediateco.atlassian.net/browse/FAB-24983,Reactions/Read - Design Success,2019-11-28,2019-11-28,2019-11-28,2019-12-09,,,Design Story,In Progress,,0
FAB-24982,https://immediateco.atlassian.net/browse/FAB-24982,Reactions/Read - Design Skeleton,2019-11-28,2019-11-28,2019-11-28,2019-12-09,,,Design Story,In Progress,,0
FAB-24981,https://immediateco.atlassian.net/browse/FAB-24981,Reactions/Read - Design Spinner,2019-11-28,2019-11-28,2019-11-28,2019-12-09,,,Design Story,In Progress,,0
FAB-24974,https://immediateco.atlassian.net/browse/FAB-24974,List search optimisation,,2019-11-28,2019-12-02,,,,Epic,Ready For Development,,0
FAB-24972,https://immediateco.atlassian.net/browse/FAB-24972,Header spacing when author and date are hidden,2019-11-28,2019-11-28,2019-12-05,,,,Story,Ready For Development,,0
FAB-24966,https://immediateco.atlassian.net/browse/FAB-24966,Restrict search in Lists to titles only,2019-11-28,2019-11-28,2019-12-02,,,,Story,Ready For Development,,0
FAB-24962,https://immediateco.atlassian.net/browse/FAB-24962,Update Action Scheduler CRON to Only Run on Sites with AS Enabled,2019-11-28,2019-11-28,2019-11-28,2019-11-28,2019-11-28,2019-11-29,Technical Debt,Ready For Release,Done,0
FAB-24960,https://immediateco.atlassian.net/browse/FAB-24960,Reactions/ReadMast - Display Number of Reactions as Skiplink in Masthead on Standalone,2019-11-28,2019-11-28,2019-11-29,,,,Story,Ready For Development,,0
FAB-24958,https://immediateco.atlassian.net/browse/FAB-24958,Reactions/ReadFeed - Switch from MongoDB to MySQL,2019-11-28,2019-11-28,2019-11-28,2019-12-03,2019-12-06,2019-12-06,Story,Ready For Release,Done,0
FAB-24955,https://immediateco.atlassian.net/browse/FAB-24955,Mock ratings data,,,,2019-12-03,2019-12-03,2019-12-06,Sub-Task,Ready For Release,Done,0
FAB-24954,https://immediateco.atlassian.net/browse/FAB-24954,Reactions/ReadMast - Provide Number of Reactions data via API for Display,2019-11-28,2019-11-28,2019-11-29,2019-12-03,2019-12-06,2019-12-06,Story,Ready For Release,Done,0
FAB-24952,https://immediateco.atlassian.net/browse/FAB-24952,Reactions/ReadFeed - Select GF Default Avatar,,2019-11-27,2019-11-28,2019-12-09,,,Design Story,In Progress,,0
FAB-24951,https://immediateco.atlassian.net/browse/FAB-24951,Hide Lists from pages,2019-11-29,2019-12-05,2019-12-05,,,,Story,Ready For Development,,0
FAB-24950,https://immediateco.atlassian.net/browse/FAB-24950,Reactions/Schema - Investigate how to implement Schema.org schemas,2019-11-27,2019-11-27,2019-11-27,,,,Spike,Ready For Development,,0
FAB-24948,https://immediateco.atlassian.net/browse/FAB-24948,Action Scheduler: Limit Number of Simultaneous Cron Runs ,2019-12-03,2019-12-03,2019-12-03,2019-12-03,2019-12-03,2019-12-03,Dev Task,Ready For Release,Done,0
FAB-24946,https://immediateco.atlassian.net/browse/FAB-24946,Configure and populate seasonal calendar,2019-11-27,,,,,,Story,Define Task,,0
FAB-24934,https://immediateco.atlassian.net/browse/FAB-24934,Create a Code Ownership in the UGR API,2019-11-27,2019-11-27,2019-11-27,2019-11-27,2019-11-27,2019-11-27,Dev Task,Complete,Done,0
FAB-24933,https://immediateco.atlassian.net/browse/FAB-24933,Create a Code Ownership in the Settings API,2019-11-27,2019-11-27,2019-11-27,2019-11-27,2019-11-27,2019-11-27,Dev Task,Complete,Done,0
FAB-24932,https://immediateco.atlassian.net/browse/FAB-24932,(Desktop) Search icon disappears when clicked,,,,,2019-11-27,2019-11-28,Bug (subtask),Ready For Release,Done,0
FAB-24931,https://immediateco.atlassian.net/browse/FAB-24931,(Mobile) Right search button open and close icons are missing,,,,,2019-11-27,2019-11-28,Bug (subtask),Ready For Release,Done,0
FAB-24930,https://immediateco.atlassian.net/browse/FAB-24930,(Mobile) Left hamburger open and close icons are missing,,,,,2019-11-27,2019-11-28,Bug (subtask),Ready For Release,Done,0
FAB-24927,https://immediateco.atlassian.net/browse/FAB-24927,Update header navigations,2019-11-27,2019-11-27,2019-11-27,2019-11-27,2019-11-27,2019-11-28,Story,Ready For Release,Done,0
FAB-24925,https://immediateco.atlassian.net/browse/FAB-24925,Print Recipe : design,2019-11-26,2019-11-26,2019-11-26,2019-12-03,,,Design Story,In Progress,,0
FAB-24917,https://immediateco.atlassian.net/browse/FAB-24917,Reactions/ReadFeed - Display relative time on Reactions and Replies,2019-11-26,2019-11-29,2019-11-29,2019-12-03,2019-12-06,2019-12-09,Story,Ready For Release,Done,0
FAB-24916,https://immediateco.atlassian.net/browse/FAB-24916,Eyebrow Drop Down Menu - Mobile Drawer,2019-11-26,2019-11-26,2019-11-26,2019-12-02,2019-12-04,,Story,In Test,,0
FAB-24913,https://immediateco.atlassian.net/browse/FAB-24913,Reactions/ReadRate - Display Rating Data in Masthead on Standalone ('Pill'),2019-11-26,2019-11-27,2019-11-29,,,,Story,Ready For Development,,0
FAB-24910,https://immediateco.atlassian.net/browse/FAB-24910,Mock ratings data,,,,2019-12-03,2019-12-03,2019-12-06,Sub-Task,Ready For Release,Done,0
FAB-24857,https://immediateco.atlassian.net/browse/FAB-24857,"All browsers: Breadcrumb appears in page content, instead of in header",,,,,2019-11-22,2019-11-25,Bug (subtask),Closed,Done,0
FAB-24856,https://immediateco.atlassian.net/browse/FAB-24856,IE: Eyebrow nav appears at the very top of the page,,,,2019-11-25,2019-11-25,2019-11-27,Bug (subtask),Ready For Release,Done,0
FAB-24855,https://immediateco.atlassian.net/browse/FAB-24855,Edge + IE: Placeholder text should be light grey but appears very dark,,,,2019-11-25,2019-11-25,2019-11-27,Bug (subtask),Ready For Release,Done,0
FAB-24854,https://immediateco.atlassian.net/browse/FAB-24854,IE: Megamenu has a scrollbar and doesn't expand when hovered over,,,,2019-11-25,2019-11-25,2019-11-27,Bug (subtask),Ready For Release,Done,0
FAB-24843,https://immediateco.atlassian.net/browse/FAB-24843,Deploy UGR API to Staging,2019-11-21,2019-12-05,2019-12-06,2019-12-06,,,Story,In Progress,,0
FAB-24842,https://immediateco.atlassian.net/browse/FAB-24842,Decide on the approach for building cards,2019-11-21,2019-11-21,2019-11-21,2019-12-05,,,Spike,In Progress,,0
FAB-24834,https://immediateco.atlassian.net/browse/FAB-24834,Frontend,,,2019-11-21,2019-12-05,,,Sub-Task,In Progress,,0
FAB-24833,https://immediateco.atlassian.net/browse/FAB-24833,Backend,,,2019-11-21,2019-12-04,,,Sub-Task,In Progress,,0
FAB-24824,https://immediateco.atlassian.net/browse/FAB-24824,Collections API: Update to use IM Service Authorisation,2019-11-20,2019-11-20,2019-11-21,2019-12-02,2019-12-05,2019-12-06,Story,Ready For Release,Done,0
FAB-24817,https://immediateco.atlassian.net/browse/FAB-24817,Reactions/ReadFeed - Ensure Frontend uses Settings API (Platform),2019-11-20,,,,,,Story,Preparation,,0
FAB-24816,https://immediateco.atlassian.net/browse/FAB-24816,GFMig/UserData - Setup SFTP Server for User Image Transfer,2019-11-20,2019-11-20,2019-11-20,2019-11-20,2019-11-20,2019-11-20,Story,Ready For Release,Done,0
FAB-24813,https://immediateco.atlassian.net/browse/FAB-24813,Reactions/AddReaction - Provide Create Operations for a Reaction of Type 'Question' via POST request to API,2019-11-20,2019-11-20,,,,,Story,Ready For Shaping,,0
FAB-24812,https://immediateco.atlassian.net/browse/FAB-24812,Reactions/AddReaction - Provide Create Operations for a Reaction of Type 'Rating' via POST request to API,2019-11-20,2019-11-20,,,,,Story,Ready For Shaping,,0
FAB-24811,https://immediateco.atlassian.net/browse/FAB-24811,Reactions/AddReaction - Provide Create Operations for a Reaction of Type 'Tip' via POST request to API,2019-11-20,2019-11-20,,,,,Story,Ready For Shaping,,0
FAB-24805,https://immediateco.atlassian.net/browse/FAB-24805,GF/Mig - Update IFT to handle API-Platform,2019-11-20,2019-11-20,2019-11-20,2019-11-21,2019-11-21,2019-11-25,Dev Task,Ready For Release,Done,0
FAB-24795,https://immediateco.atlassian.net/browse/FAB-24795,Edit an existing Collection from within a Collection,2019-11-19,,,,,,Story,Define Task,,0
FAB-24794,https://immediateco.atlassian.net/browse/FAB-24794,Edit an existing Collection from on the Collections section via the 3 dot button,2019-11-19,,,,,,Story,Define Task,,0
FAB-24793,https://immediateco.atlassian.net/browse/FAB-24793,Delete an existing Collection from on the Collections section via the 3 dot button,2019-11-19,,,,,,Story,Define Task,,0
FAB-24792,https://immediateco.atlassian.net/browse/FAB-24792,Delete an existing Collection from within a Collection,2019-11-19,,,,,,Story,Define Task,,0
FAB-24791,https://immediateco.atlassian.net/browse/FAB-24791,Create a new Collection in the hub,2019-11-19,,,,,,Story,Define Task,,0
FAB-24790,https://immediateco.atlassian.net/browse/FAB-24790,Add the Create new Collection button to the in-hub navigation,2019-11-19,,,,,,Story,Define Task,,0
FAB-24789,https://immediateco.atlassian.net/browse/FAB-24789,Create a new collection from within my Add to Collections component,2019-11-19,,,,,,Story,Define Task,,0
FAB-24788,https://immediateco.atlassian.net/browse/FAB-24788,Show my latest Own Recipes on my Hub overview,2019-11-19,2019-12-05,,,,,Story,Ready For Shaping,,0
FAB-24787,https://immediateco.atlassian.net/browse/FAB-24787,Show my latest Collections on my Hub overview,2019-11-19,2019-12-05,,,,,Story,Ready For Shaping,,0
FAB-24786,https://immediateco.atlassian.net/browse/FAB-24786,Show my latest Saved Recipes on my Hub overview,2019-11-19,2019-12-05,,,,,Story,Ready For Shaping,,0
FAB-24785,https://immediateco.atlassian.net/browse/FAB-24785,Show User Avatar within the hub navigation,2019-11-19,,,,,,Story,Define Task,,0
FAB-24784,https://immediateco.atlassian.net/browse/FAB-24784,Show User Avatar in the Eyebrow,2019-11-19,,,,,,Story,Define Task,,0
FAB-24783,https://immediateco.atlassian.net/browse/FAB-24783,Design: Ads placement within the sections of my Hub,2019-11-19,,,,,,Discovery Design Story,Preparation,,0
FAB-24782,https://immediateco.atlassian.net/browse/FAB-24782,Show User Recipes in my Collections,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24781,https://immediateco.atlassian.net/browse/FAB-24781,Show User Recipes in my Saved Recipes section,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24780,https://immediateco.atlassian.net/browse/FAB-24780,Show my previously created Recipes within my Own Recipes section,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24779,https://immediateco.atlassian.net/browse/FAB-24779,Apply pagination,2019-11-19,2019-11-19,2019-12-03,,,,Story,Ready For Development,,0
FAB-24778,https://immediateco.atlassian.net/browse/FAB-24778,Apply page layout and styling to the hub,2019-11-19,,,,,,Story,Define Task,,0
FAB-24777,https://immediateco.atlassian.net/browse/FAB-24777,Spec: Page layout and styling,2019-11-19,,,,,,Discovery Design Story,Preparation,,0
FAB-24776,https://immediateco.atlassian.net/browse/FAB-24776,Design: Page layout and styling,2019-11-19,,,,,,Discovery Design Story,Preparation,,0
FAB-24774,https://immediateco.atlassian.net/browse/FAB-24774,Show my recipes within a selected Collection,2019-11-19,2019-11-19,2019-12-03,,,,Story,Ready For Development,,0
FAB-24772,https://immediateco.atlassian.net/browse/FAB-24772,Show my Collections Overview,2019-11-19,2019-11-19,2019-11-26,,,,Story,Ready For Development,,0
FAB-24771,https://immediateco.atlassian.net/browse/FAB-24771,Show 4 most recently created collections in the hub's left nav (desktop),2019-11-19,2019-11-19,2019-12-03,,,,Story,Ready For Development,,0
FAB-24770,https://immediateco.atlassian.net/browse/FAB-24770,Desktop-only Hub navigation,2019-11-19,2019-11-19,2019-11-21,2019-11-21,2019-11-27,2019-11-28,Story,Ready For Release,Done,0
FAB-24766,https://immediateco.atlassian.net/browse/FAB-24766,Reactions/ReadFeed - Investigate GraphQL ,2019-11-19,2019-11-19,2019-11-19,,,,Spike,Ready For Development,,0
FAB-24765,https://immediateco.atlassian.net/browse/FAB-24765,Reactions/ReadFeed - Fix CodeSniffer Inspection Issues,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24758,https://immediateco.atlassian.net/browse/FAB-24758,Reactions/Schema - Reaction Type 'Rating' to use AggregateRating Schema,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24756,https://immediateco.atlassian.net/browse/FAB-24756,Reactions/Schema - Reaction Type 'Question' to use Q&A Schema,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24755,https://immediateco.atlassian.net/browse/FAB-24755,Reactions/Schema - Reaction Type 'Tip' to use Comment Schema,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24753,https://immediateco.atlassian.net/browse/FAB-24753,Reactions/Schema - Reaction Type 'User Review' to use User Review Schema,2019-11-19,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24737,https://immediateco.atlassian.net/browse/FAB-24737,GF/Mig - Test Migration of Editorial Recipe Collection into RELEASE,2019-11-19,2019-11-19,2019-11-19,,,,Story,Ready For Development,,0
FAB-24734,https://immediateco.atlassian.net/browse/FAB-24734,Understand The Impact of how the OpenIDConnection Plugin Works,2019-11-19,2019-11-19,2019-11-19,,,,Spike,Ready For Development,,0
FAB-24722,https://immediateco.atlassian.net/browse/FAB-24722,Mixed list: Recipe icons duplicated on cards for other posts,2019-11-18,2019-12-05,2019-12-05,2019-12-05,2019-12-06,,Bug,Ready For Review,,0
FAB-24721,https://immediateco.atlassian.net/browse/FAB-24721,Reactions/Schema - Reaction Type 'Comment' to use Comment Schema,2019-11-18,2019-11-19,,,,,Story,Ready For Shaping,,0
FAB-24720,https://immediateco.atlassian.net/browse/FAB-24720,List posts for Fabric,2019-11-18,,,,,,Epic,Define Task,,0
FAB-24718,https://immediateco.atlassian.net/browse/FAB-24718,GF/Mig - Remove HTML tags from Description field - Editorial Lists,2019-11-18,2019-11-18,2019-11-19,2019-12-03,2019-12-05,2019-12-09,Bug,Ready For Release,Done,0
FAB-24714,https://immediateco.atlassian.net/browse/FAB-24714,Reactions - Enable Schema.org Schemas by Reaction Type,2019-11-18,2019-11-19,,,,,Epic,Ready For Shaping,,0
FAB-24707,https://immediateco.atlassian.net/browse/FAB-24707,Terraform scripts refactor and Production environment on Ireland,2019-11-18,2019-11-18,2019-11-18,2019-11-20,2019-11-28,2019-11-29,Story,Closed,Done,0
FAB-24706,https://immediateco.atlassian.net/browse/FAB-24706,Create CodePipeline Pre-Prod AWS and Mongodb Atlas,2019-11-18,2019-11-18,2019-11-18,2019-11-19,,,Story,In Progress,,0
FAB-24694,https://immediateco.atlassian.net/browse/FAB-24694,Good food Search tab layout,2019-11-18,2019-11-18,2019-11-18,,,,Story,Ready For Development,,0
